Home Lang,Number of Records,Snap Dat,Survey Year,Wh Stdt Key
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130151
Chinese,1,23/12/2020 12:00:00 AM,2020,130152
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130154
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130156
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130160
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130161
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130163
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130165
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130166
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130168
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130169
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130170
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130172
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130173
Chinese,1,23/12/2020 12:00:00 AM,2020,130175
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130176
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130177
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130178
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130180
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130181
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130182
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130183
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130184
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130185
Chinese,1,23/12/2020 12:00:00 AM,2020,130186
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130188
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130189
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130192
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130193
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130195
Chinese,1,23/12/2020 12:00:00 AM,2020,130197
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130198
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130199
Chinese,1,23/12/2020 12:00:00 AM,2020,130200
Urdu,1,23/12/2020 12:00:00 AM,2020,130201
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130202
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130203
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130204
Chinese,1,23/12/2020 12:00:00 AM,2020,130205
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130206
Chinese,1,23/12/2020 12:00:00 AM,2020,130207
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130208
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130209
Chinese,1,23/12/2020 12:00:00 AM,2020,130210
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130211
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130212
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130213
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130214
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130215
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130216
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130217
Chinese,1,23/12/2020 12:00:00 AM,2020,130218
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130219
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130220
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130221
Chinese,1,23/12/2020 12:00:00 AM,2020,130222
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130223
Chinese,1,23/12/2020 12:00:00 AM,2020,130224
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130225
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130227
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130228
Chinese,1,23/12/2020 12:00:00 AM,2020,130901
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130902
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130903
Nepali,1,23/12/2020 12:00:00 AM,2020,130904
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130905
Chinese,1,23/12/2020 12:00:00 AM,2020,130906
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130907
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130908
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130909
Chinese,1,23/12/2020 12:00:00 AM,2020,130910
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130912
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130913
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130914
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130915
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130916
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130917
English,1,23/12/2020 12:00:00 AM,2020,130918
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130919
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130920
Other languages not classified above,1,23/12/2020 12:00:00 AM,2020,130921
Chinese,1,23/12/2020 12:00:00 AM,2020,130922
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130923
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130924
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130925
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130926
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130928
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130929
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130930
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130931
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130932
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130933
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130934
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130935
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130936
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130937
Chinese,1,23/12/2020 12:00:00 AM,2020,130938
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130939
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130940
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130942
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130944
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130946
Chinese,1,23/12/2020 12:00:00 AM,2020,130948
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130949
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130950
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130951
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130953
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130954
Chinese,1,23/12/2020 12:00:00 AM,2020,130956
Chinese,1,23/12/2020 12:00:00 AM,2020,130957
Chinese,1,23/12/2020 12:00:00 AM,2020,130958
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130959
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130960
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130961
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130962
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130963
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130964
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130965
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130966
Chinese,1,23/12/2020 12:00:00 AM,2020,130967
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130968
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130969
Chinese,1,23/12/2020 12:00:00 AM,2020,130970
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130971
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130972
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130974
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130976
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130977
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130978
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130981
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130982
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130983
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130984
Chinese,1,23/12/2020 12:00:00 AM,2020,130985
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130987
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130988
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130989
Chinese,1,23/12/2020 12:00:00 AM,2020,130990
Chinese,1,23/12/2020 12:00:00 AM,2020,130991
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130995
Chinese,1,23/12/2020 12:00:00 AM,2020,130996
Not Applicable,1,23/12/2020 12:00:00 AM,2020,130998
English,1,23/12/2020 12:00:00 AM,2020,130999
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131000
Chinese,1,23/12/2020 12:00:00 AM,2020,131001
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131004
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131005
Chinese,1,23/12/2020 12:00:00 AM,2020,131007
Chinese,1,23/12/2020 12:00:00 AM,2020,131008
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131009
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131010
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131011
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131012
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131013
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131014
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131015
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131016
Chinese,1,23/12/2020 12:00:00 AM,2020,131017
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131018
Chinese,1,23/12/2020 12:00:00 AM,2020,131019
Chinese,1,23/12/2020 12:00:00 AM,2020,131020
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131021
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131022
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131023
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131024
Chinese,1,23/12/2020 12:00:00 AM,2020,131025
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131027
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131028
Other languages not classified above,1,23/12/2020 12:00:00 AM,2020,131029
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131030
Chinese,1,23/12/2020 12:00:00 AM,2020,131031
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131033
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131034
Chinese,1,23/12/2020 12:00:00 AM,2020,131035
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131036
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131037
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131038
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131039
Chinese,1,23/12/2020 12:00:00 AM,2020,131040
Chinese,1,23/12/2020 12:00:00 AM,2020,131041
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131042
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131043
Information Not Available,1,23/12/2020 12:00:00 AM,2020,131044
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131045
Chinese,1,23/12/2020 12:00:00 AM,2020,131046
Chinese,1,23/12/2020 12:00:00 AM,2020,131047
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131048
Chinese,1,23/12/2020 12:00:00 AM,2020,131049
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131050
Chinese,1,23/12/2020 12:00:00 AM,2020,131052
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131053
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131054
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131055
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131056
Chinese,1,23/12/2020 12:00:00 AM,2020,131058
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131059
Chinese,1,23/12/2020 12:00:00 AM,2020,131060
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131061
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131062
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131063
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131064
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131066
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131067
Chinese,1,23/12/2020 12:00:00 AM,2020,131068
Chinese,1,23/12/2020 12:00:00 AM,2020,131069
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131071
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131072
Chinese,1,23/12/2020 12:00:00 AM,2020,131073
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131074
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131076
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131077
Chinese,1,23/12/2020 12:00:00 AM,2020,131078
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131080
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131081
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131083
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131084
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131086
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131089
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131090
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131091
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131092
Chinese,1,23/12/2020 12:00:00 AM,2020,131093
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131094
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131096
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131098
Chinese,1,23/12/2020 12:00:00 AM,2020,131100
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131102
Chinese,1,23/12/2020 12:00:00 AM,2020,131103
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131104
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131105
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131106
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131107
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131108
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131109
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131110
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131111
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131113
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131114
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131115
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131122
Chinese,1,23/12/2020 12:00:00 AM,2020,131134
Chinese,1,23/12/2020 12:00:00 AM,2020,131142
Chinese,1,23/12/2020 12:00:00 AM,2020,131146
Chinese,1,23/12/2020 12:00:00 AM,2020,131157
Korean,1,23/12/2020 12:00:00 AM,2020,131162
Chinese,1,23/12/2020 12:00:00 AM,2020,131216
English,1,23/12/2020 12:00:00 AM,2020,131218
Other languages not classified above,1,23/12/2020 12:00:00 AM,2020,131226
Hindi,1,23/12/2020 12:00:00 AM,2020,131227
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131232
Chinese,1,23/12/2020 12:00:00 AM,2020,131240
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131244
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131323
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131324
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131325
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131326
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131327
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131336
Nepali,1,23/12/2020 12:00:00 AM,2020,131337
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131341
Chinese,1,23/12/2020 12:00:00 AM,2020,131342
Chinese,1,23/12/2020 12:00:00 AM,2020,131360
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131365
Chinese,1,23/12/2020 12:00:00 AM,2020,131372
Chinese,1,23/12/2020 12:00:00 AM,2020,131375
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131377
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131411
Chinese,1,23/12/2020 12:00:00 AM,2020,131485
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131487
Chinese,1,23/12/2020 12:00:00 AM,2020,131488
Chinese,1,23/12/2020 12:00:00 AM,2020,131493
Chinese,1,23/12/2020 12:00:00 AM,2020,131495
Other languages not classified above,1,23/12/2020 12:00:00 AM,2020,131497
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131504
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131512
Chinese,1,23/12/2020 12:00:00 AM,2020,131513
Chinese,1,23/12/2020 12:00:00 AM,2020,131514
Hindi,1,23/12/2020 12:00:00 AM,2020,131515
Chinese,1,23/12/2020 12:00:00 AM,2020,131520
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131535
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131538
Chinese,1,23/12/2020 12:00:00 AM,2020,131560
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131561
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131562
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131563
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131564
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131565
Chinese,1,23/12/2020 12:00:00 AM,2020,131566
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131567
Chinese,1,23/12/2020 12:00:00 AM,2020,131568
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131579
Chinese,1,23/12/2020 12:00:00 AM,2020,131582
Urdu,1,23/12/2020 12:00:00 AM,2020,131586
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131588
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131592
English,1,23/12/2020 12:00:00 AM,2020,131599
Korean,1,23/12/2020 12:00:00 AM,2020,131600
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131615
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131616
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131618
Other European languages,1,23/12/2020 12:00:00 AM,2020,131621
Chinese,1,23/12/2020 12:00:00 AM,2020,131632
Nepali,1,23/12/2020 12:00:00 AM,2020,131635
Chinese,1,23/12/2020 12:00:00 AM,2020,131637
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131654
Chinese,1,23/12/2020 12:00:00 AM,2020,131658
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131665
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131666
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131667
Hindi,1,23/12/2020 12:00:00 AM,2020,131668
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131669
Chinese,1,23/12/2020 12:00:00 AM,2020,131671
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131672
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131673
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131674
Chinese,1,23/12/2020 12:00:00 AM,2020,131675
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131676
Chinese,1,23/12/2020 12:00:00 AM,2020,131677
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131678
Chinese,1,23/12/2020 12:00:00 AM,2020,131679
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131680
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131681
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131682
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131683
Chinese,1,23/12/2020 12:00:00 AM,2020,131686
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131692
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131699
Chinese,1,23/12/2020 12:00:00 AM,2020,131701
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131709
Chinese,1,23/12/2020 12:00:00 AM,2020,131711
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131712
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131713
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131714
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131715
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131716
Chinese,1,23/12/2020 12:00:00 AM,2020,131717
Chinese,1,23/12/2020 12:00:00 AM,2020,131718
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131719
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131720
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131723
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131724
Chinese,1,23/12/2020 12:00:00 AM,2020,131727
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131728
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131729
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131731
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131732
Chinese,1,23/12/2020 12:00:00 AM,2020,131735
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131736
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131737
Chinese,1,23/12/2020 12:00:00 AM,2020,131738
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131740
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131741
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131745
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131747
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131748
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131749
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131750
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131753
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131755
Chinese,1,23/12/2020 12:00:00 AM,2020,131756
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131757
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131758
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131759
Chinese,1,23/12/2020 12:00:00 AM,2020,131760
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131761
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131764
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131766
English,1,23/12/2020 12:00:00 AM,2020,131767
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131769
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131770
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131773
Chinese,1,23/12/2020 12:00:00 AM,2020,131775
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131778
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131780
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131781
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131783
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131784
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131785
Chinese,1,23/12/2020 12:00:00 AM,2020,131789
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131791
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131792
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131793
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131794
Chinese,1,23/12/2020 12:00:00 AM,2020,131795
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131799
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131800
Chinese,1,23/12/2020 12:00:00 AM,2020,131802
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131803
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131804
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131805
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131806
Chinese,1,23/12/2020 12:00:00 AM,2020,131807
Chinese,1,23/12/2020 12:00:00 AM,2020,131808
Chinese,1,23/12/2020 12:00:00 AM,2020,131809
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131810
Chinese,1,23/12/2020 12:00:00 AM,2020,131811
Chinese,1,23/12/2020 12:00:00 AM,2020,131812
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131813
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131815
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131816
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131817
Chinese,1,23/12/2020 12:00:00 AM,2020,131818
Chinese,1,23/12/2020 12:00:00 AM,2020,131819
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131821
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131822
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131823
Chinese,1,23/12/2020 12:00:00 AM,2020,131824
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131826
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131828
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131829
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131831
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131832
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131833
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131835
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131836
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131839
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131840
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131841
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131842
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131843
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131848
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131849
English,1,23/12/2020 12:00:00 AM,2020,131850
English,1,23/12/2020 12:00:00 AM,2020,131853
English,1,23/12/2020 12:00:00 AM,2020,131854
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131857
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131863
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131867
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131885
Chinese,1,23/12/2020 12:00:00 AM,2020,131912
English,1,23/12/2020 12:00:00 AM,2020,131927
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131928
Other languages not classified above,1,23/12/2020 12:00:00 AM,2020,131929
Not Applicable,1,23/12/2020 12:00:00 AM,2020,131930
English,1,23/12/2020 12:00:00 AM,2020,128026
Not Applicable,1,23/12/2020 12:00:00 AM,2020,128196
Chinese,1,23/12/2020 12:00:00 AM,2020,128233
English,1,23/12/2020 12:00:00 AM,2020,128423
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129161
Chinese,1,23/12/2020 12:00:00 AM,2020,129171
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129180
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129218
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129219
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129220
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129221
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129222
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129223
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129224
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129225
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129226
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129518
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129519
Chinese,1,23/12/2020 12:00:00 AM,2020,129520
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129521
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129522
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129523
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129524
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129525
Not Applicable,1,23/12/2020 12:00:00 AM,2020,129526
